Change Number,Opened At,Planned Start,Planned End,Actual Start,Actual End,Change Type,Risk,Priority,State,Category,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Conflict Status,Approval Status,On Hold Reason,Month Year,Quarter
CHG0000915,2024-10-17 21:50:15,2024-10-27 21:50:15,2024-10-28 01:50:15,2024-10-27 22:08:15,2024-10-28 00:08:15,Emergency,High,4 - Low,Closed,Email/Collaboration,Network Ops,Priya Menon,Hyderabad,HR,ERP Server,Firewall rule update,No Conflict,Approved,Testing required,Oct-2024,Q4-2024
CHG0000916,2024-06-02 09:55:18,2024-06-20 09:55:18,2024-06-20 11:55:18,,,Emergency,Low,1 - Critical,Authorize,Network,Network Ops,Rahul Sharma,Hyderabad,HR,Oracle DB,DR failover test,No Conflict,Approved,Resource unavailable,Jun-2024,Q2-2024
CHG0000917,2024-08-08 07:57:57,2024-08-15 07:57:57,2024-08-15 13:57:57,,,Standard,Low,2 - High,Review,Security,Infra Team,Rahul Sharma,Chennai,Procurement,VPN Gateway,SSL certificate renewal,No Conflict,Approved,,Aug-2024,Q3-2024
CHG0000918,2024-06-04 17:21:34,2024-06-23 17:21:34,2024-06-23 22:21:34,2024-06-23 17:38:34,2024-06-24 01:38:34,Standard,Medium,1 - Critical,Implement,Software,Network Ops,Anjali Singh,Delhi NCR,Legal,Firewall-01,DR failover test,No Conflict,Pending,Vendor dependency,Jun-2024,Q2-2024
CHG0000919,2024-10-27 00:31:10,2024-11-13 00:31:10,2024-11-13 03:31:10,2024-11-13 00:25:10,2024-11-13 04:25:10,Emergency,High,1 - Critical,Closed,Database,Network Ops,Rohan Verma,Delhi NCR,Procurement,ERP Server,Load balancer config,No Conflict,Pending,Vendor dependency,Oct-2024,Q4-2024
CHG0000920,2024-07-14 12:57:53,2024-08-09 12:57:53,2024-08-09 15:57:53,2024-08-09 13:11:53,2024-08-09 18:11:53,Emergency,Medium,3 - Medium,Closed,Hardware,App Support,Rohan Verma,Chennai,Marketing,Firewall-01,Firewall rule update,No Conflict,Pending,Vendor dependency,Jul-2024,Q3-2024
CHG0000921,2024-10-03 00:48:50,2024-10-18 00:48:50,2024-10-18 01:48:50,2024-10-18 00:51:50,2024-10-18 04:51:50,Standard,High,3 - Medium,Closed,Security,App Support,Anjali Singh,Bangalore,Procurement,Active Directory,Firewall rule update,No Conflict,Pending,,Oct-2024,Q4-2024
CHG0000922,2024-01-20 17:23:56,2024-01-27 17:23:56,2024-01-28 00:23:56,2024-01-27 17:43:56,2024-01-27 21:43:56,Emergency,Low,1 - Critical,Closed,Software,App Support,Priya Menon,Hyderabad,Marketing,Firewall-01,Load balancer config,No Conflict,Pending,Awaiting approval,Jan-2024,Q1-2024
CHG0000923,2024-08-07 07:35:25,2024-09-02 07:35:25,2024-09-02 09:35:25,,,Emergency,Low,2 - High,Cancelled,Email/Collaboration,L2 Support,Deepak Nair,Hyderabad,Finance,Core Switch,Network upgrade,Conflict Detected,Pending,Vendor dependency,Aug-2024,Q3-2024
CHG0000924,2024-10-22 18:39:06,2024-11-04 18:39:06,2024-11-05 02:39:06,2024-11-04 18:24:06,2024-11-04 22:24:06,Standard,High,4 - Low,Closed,Software,Security Ops,Rohan Verma,Hyderabad,IT,VPN Gateway,DR failover test,No Conflict,Approved,Awaiting approval,Oct-2024,Q4-2024
CHG0000925,2024-07-12 00:47:24,2024-08-02 00:47:24,2024-08-02 06:47:24,2024-08-02 00:53:24,2024-08-02 02:53:24,Emergency,High,1 - Critical,Closed,Application,App Support,Amit Desai,Mumbai,HR,Active Directory,DB migration,No Conflict,Approved,Testing required,Jul-2024,Q3-2024
CHG0000926,2024-03-13 19:00:32,2024-04-08 19:00:32,2024-04-09 00:00:32,,,Normal,Medium,4 - Low,Cancelled,Security,L1 Support,Priya Menon,Delhi NCR,HR,CRM Application,SSL certificate renewal,No Conflict,Approved,,Mar-2024,Q1-2024
CHG0000927,2024-12-30 20:53:24,2025-01-16 20:53:24,2025-01-16 23:53:24,2025-01-16 20:35:24,2025-01-16 22:35:24,Standard,High,3 - Medium,Closed,Software,Infra Team,Vikram Joshi,Chennai,Operations,VPN Gateway,Network upgrade,No Conflict,Approved,Testing required,Dec-2024,Q4-2024
CHG0000928,2024-04-24 08:26:40,2024-05-19 08:26:40,2024-05-19 12:26:40,2024-05-19 07:59:40,2024-05-19 13:59:40,Normal,Low,1 - Critical,Implement,Email/Collaboration,Network Ops,Deepak Nair,Kolkata,Legal,Oracle DB,DR failover test,No Conflict,Pending,Resource unavailable,Apr-2024,Q2-2024
CHG0000929,2024-07-21 10:53:42,2024-08-06 10:53:42,2024-08-06 12:53:42,2024-08-06 11:18:42,2024-08-06 12:18:42,Normal,Medium,1 - Critical,Implement,Security,App Support,Kavya Reddy,Bangalore,IT,Email Gateway,Firewall rule update,No Conflict,Approved,,Jul-2024,Q3-2024
CHG0000930,2024-02-18 21:24:29,2024-03-15 21:24:29,2024-03-16 04:24:29,2024-03-15 21:44:29,2024-03-16 02:44:29,Standard,Low,1 - Critical,Implement,Email/Collaboration,App Support,Rahul Sharma,Chennai,Legal,VPN Gateway,Firewall rule update,No Conflict,Approved,Awaiting approval,Feb-2024,Q1-2024
CHG0000931,2024-02-17 08:07:02,2024-03-12 08:07:02,2024-03-12 09:07:02,2024-03-12 08:13:02,2024-03-12 11:13:02,Standard,Low,4 - Low,Implement,Access Management,L1 Support,Rohan Verma,Pune,Operations,Active Directory,Backup policy change,No Conflict,Approved,,Feb-2024,Q1-2024
CHG0000932,2024-01-19 08:10:08,2024-02-11 08:10:08,2024-02-11 14:10:08,2024-02-11 07:55:08,2024-02-11 15:55:08,Normal,Low,4 - Low,Closed,Software,Infra Team,Pooja Iyer,Delhi NCR,Sales,Load Balancer,Middleware upgrade,No Conflict,Pending,Testing required,Jan-2024,Q1-2024
CHG0000933,2024-03-26 22:19:36,2024-04-03 22:19:36,2024-04-04 01:19:36,2024-04-03 22:14:36,2024-04-04 00:14:36,Standard,Low,3 - Medium,Closed,Hardware,DB Admins,Rahul Sharma,Mumbai,Marketing,Oracle DB,SSL certificate renewal,No Conflict,Approved,,Mar-2024,Q1-2024
CHG0000934,2024-09-20 19:23:47,2024-10-12 19:23:47,2024-10-13 00:23:47,2024-10-12 19:09:47,2024-10-12 21:09:47,Standard,Medium,1 - Critical,Closed,Security,App Support,Kavya Reddy,Mumbai,Operations,Email Gateway,OS patch deployment,No Conflict,Approved,,Sep-2024,Q3-2024
CHG0000935,2024-09-28 23:01:09,2024-10-11 23:01:09,2024-10-12 03:01:09,2024-10-11 22:55:09,2024-10-12 05:55:09,Emergency,Low,1 - Critical,Implement,Hardware,L1 Support,Vikram Joshi,Bangalore,Operations,SAP Production,DR failover test,Conflict Detected,Approved,Testing required,Sep-2024,Q3-2024
CHG0000936,2024-02-13 18:17:04,2024-03-09 18:17:04,2024-03-09 21:17:04,2024-03-09 18:15:04,2024-03-10 01:15:04,Normal,Medium,4 - Low,Implement,Application,Security Ops,Kavya Reddy,Hyderabad,Sales,Firewall-01,Network upgrade,No Conflict,Approved,Awaiting approval,Feb-2024,Q1-2024
CHG0000937,2024-01-02 22:26:34,2024-01-27 22:26:34,2024-01-27 23:26:34,2024-01-27 22:55:34,2024-01-28 03:55:34,Normal,High,4 - Low,Implement,Network,App Support,Pooja Iyer,Hyderabad,HR,Load Balancer,Backup policy change,No Conflict,Approved,Vendor dependency,Jan-2024,Q1-2024
CHG0000938,2024-02-18 04:39:28,2024-03-14 04:39:28,2024-03-14 11:39:28,2024-03-14 04:36:28,2024-03-14 07:36:28,Standard,Low,4 - Low,Closed,Network,Infra Team,Sneha Patil,Hyderabad,Sales,Email Gateway,Load balancer config,No Conflict,Approved,,Feb-2024,Q1-2024
CHG0000939,2024-10-18 08:15:56,2024-10-26 08:15:56,2024-10-26 15:15:56,2024-10-26 08:09:56,2024-10-26 10:09:56,Standard,Low,4 - Low,Closed,Email/Collaboration,Security Ops,Rohan Verma,Chennai,Sales,Load Balancer,Firewall rule update,No Conflict,Approved,Vendor dependency,Oct-2024,Q4-2024
CHG0000940,2024-04-03 09:52:37,2024-04-10 09:52:37,2024-04-10 16:52:37,2024-04-10 09:24:37,2024-04-10 11:24:37,Emergency,Medium,3 - Medium,Closed,Access Management,Security Ops,Deepak Nair,Bangalore,Finance,Core Switch,OS patch deployment,No Conflict,Approved,Resource unavailable,Apr-2024,Q2-2024
CHG0000941,2024-09-20 06:30:08,2024-10-09 06:30:08,2024-10-09 11:30:08,,,Standard,Medium,2 - High,Authorize,Security,Security Ops,Priya Menon,Delhi NCR,Sales,ERP Server,Firewall rule update,No Conflict,Pending,Testing required,Sep-2024,Q3-2024
CHG0000942,2024-02-03 05:00:47,2024-02-13 05:00:47,2024-02-13 12:00:47,,,Standard,High,2 - High,Authorize,Network,App Support,Kavya Reddy,Kolkata,Procurement,Oracle DB,Backup policy change,No Conflict,Approved,Vendor dependency,Feb-2024,Q1-2024
CHG0000943,2024-06-13 02:10:22,2024-07-07 02:10:22,2024-07-07 05:10:22,,,Normal,High,4 - Low,Authorize,Network,Network Ops,Sneha Patil,Kolkata,Sales,Firewall-01,Backup policy change,No Conflict,Approved,Vendor dependency,Jun-2024,Q2-2024
CHG0000944,2024-12-04 06:54:17,2024-12-18 06:54:17,2024-12-18 08:54:17,,,Normal,High,1 - Critical,Review,Database,DB Admins,Kavya Reddy,Hyderabad,HR,Firewall-01,DR failover test,No Conflict,Approved,Vendor dependency,Dec-2024,Q4-2024
CHG0000945,2024-10-03 06:51:36,2024-10-18 06:51:36,2024-10-18 14:51:36,,,Normal,Medium,2 - High,Review,Network,Infra Team,Anjali Singh,Bangalore,Finance,Email Gateway,Backup policy change,No Conflict,Approved,Vendor dependency,Oct-2024,Q4-2024
CHG0000946,2024-12-17 01:25:20,2025-01-12 01:25:20,2025-01-12 08:25:20,2025-01-12 01:12:20,2025-01-12 03:12:20,Normal,Medium,3 - Medium,Closed,Security,Infra Team,Amit Desai,Kolkata,IT,Load Balancer,Firewall rule update,No Conflict,Pending,Vendor dependency,Dec-2024,Q4-2024
CHG0000947,2024-09-14 15:06:56,2024-10-04 15:06:56,2024-10-04 18:06:56,2024-10-04 15:28:56,2024-10-04 16:28:56,Normal,Low,1 - Critical,Closed,Database,L1 Support,Sneha Patil,Delhi NCR,Sales,Core Switch,Load balancer config,No Conflict,Approved,Vendor dependency,Sep-2024,Q3-2024
CHG0000948,2024-09-24 07:14:45,2024-10-02 07:14:45,2024-10-02 10:14:45,,,Emergency,Medium,3 - Medium,Review,Email/Collaboration,Infra Team,Vikram Joshi,Hyderabad,HR,Email Gateway,Firewall rule update,Conflict Detected,Approved,Awaiting approval,Sep-2024,Q3-2024
CHG0000949,2024-09-06 17:59:04,2024-09-30 17:59:04,2024-10-01 00:59:04,2024-09-30 17:38:04,2024-09-30 21:38:04,Emergency,High,1 - Critical,Implement,Database,DB Admins,Kavya Reddy,Mumbai,Sales,ERP Server,Load balancer config,No Conflict,Approved,Awaiting approval,Sep-2024,Q3-2024
CHG0000950,2024-07-17 03:57:25,2024-08-07 03:57:25,2024-08-07 11:57:25,2024-08-07 04:09:25,2024-08-07 05:09:25,Emergency,Low,4 - Low,Closed,Software,L1 Support,Pooja Iyer,Bangalore,Operations,Email Gateway,SSL certificate renewal,No Conflict,Approved,Resource unavailable,Jul-2024,Q3-2024
CHG0000951,2024-03-07 10:22:32,2024-03-26 10:22:32,2024-03-26 15:22:32,2024-03-26 10:31:32,2024-03-26 18:31:32,Normal,High,2 - High,Closed,Security,DB Admins,Priya Menon,Pune,Procurement,Firewall-01,Network upgrade,No Conflict,Pending,Awaiting approval,Mar-2024,Q1-2024
CHG0000952,2024-03-02 19:48:19,2024-03-14 19:48:19,2024-03-15 01:48:19,,,Normal,Medium,3 - Medium,Review,Software,L1 Support,Vikram Joshi,Chennai,Finance,Load Balancer,Backup policy change,No Conflict,Rejected,Testing required,Mar-2024,Q1-2024
CHG0000953,2024-08-02 10:39:03,2024-08-27 10:39:03,2024-08-27 17:39:03,,,Emergency,Low,4 - Low,Review,Email/Collaboration,L1 Support,Pooja Iyer,Kolkata,HR,Load Balancer,Firewall rule update,No Conflict,Approved,,Aug-2024,Q3-2024
CHG0000954,2024-05-22 07:24:33,2024-06-02 07:24:33,2024-06-02 15:24:33,2024-06-02 07:42:33,2024-06-02 11:42:33,Emergency,High,3 - Medium,Implement,Network,Infra Team,Rahul Sharma,Bangalore,Operations,CRM Application,DB migration,No Conflict,Approved,,May-2024,Q2-2024
CHG0000955,2024-02-07 18:25:26,2024-03-02 18:25:26,2024-03-02 19:25:26,,,Standard,Medium,4 - Low,Review,Database,L2 Support,Priya Menon,Chennai,Sales,VPN Gateway,DB migration,Conflict Detected,Approved,Testing required,Feb-2024,Q1-2024
CHG0000956,2024-05-17 02:03:04,2024-05-24 02:03:04,2024-05-24 04:03:04,2024-05-24 02:02:04,2024-05-24 08:02:04,Normal,Medium,4 - Low,Closed,Security,Network Ops,Rohan Verma,Chennai,HR,Core Switch,SSL certificate renewal,No Conflict,Approved,Vendor dependency,May-2024,Q2-2024
CHG0000957,2024-04-24 14:25:57,2024-05-01 14:25:57,2024-05-01 22:25:57,2024-05-01 14:52:57,2024-05-01 22:52:57,Standard,Low,3 - Medium,Implement,Software,Infra Team,Priya Menon,Chennai,Operations,Active Directory,DR failover test,No Conflict,Approved,Vendor dependency,Apr-2024,Q2-2024
CHG0000958,2024-05-24 04:51:11,2024-06-17 04:51:11,2024-06-17 05:51:11,,,Emergency,Low,2 - High,Authorize,Database,Infra Team,Sneha Patil,Pune,Finance,Firewall-01,Backup policy change,Conflict Detected,Approved,Resource unavailable,May-2024,Q2-2024
CHG0000959,2024-06-20 04:44:37,2024-07-05 04:44:37,2024-07-05 05:44:37,,,Standard,Medium,2 - High,Authorize,Security,App Support,Deepak Nair,Pune,Procurement,ERP Server,DB migration,No Conflict,Approved,Vendor dependency,Jun-2024,Q2-2024
CHG0000960,2024-10-03 17:11:32,2024-10-17 17:11:32,2024-10-17 18:11:32,2024-10-17 16:56:32,2024-10-17 18:56:32,Emergency,Low,3 - Medium,Implement,Security,Infra Team,Anjali Singh,Chennai,Marketing,Firewall-01,OS patch deployment,No Conflict,Approved,Resource unavailable,Oct-2024,Q4-2024
CHG0000961,2024-09-13 06:52:22,2024-10-09 06:52:22,2024-10-09 11:52:22,,,Standard,Medium,1 - Critical,Authorize,Network,Security Ops,Rohan Verma,Kolkata,Finance,Email Gateway,SSL certificate renewal,No Conflict,Rejected,,Sep-2024,Q3-2024
CHG0000962,2024-02-15 05:30:29,2024-03-14 05:30:29,2024-03-14 07:30:29,2024-03-14 05:41:29,2024-03-14 08:41:29,Emergency,Low,3 - Medium,Implement,Database,App Support,Amit Desai,Bangalore,Sales,Firewall-01,Storage expansion,No Conflict,Pending,Testing required,Feb-2024,Q1-2024
CHG0000963,2024-03-31 12:51:51,2024-04-13 12:51:51,2024-04-13 14:51:51,2024-04-13 12:43:51,2024-04-13 20:43:51,Standard,High,2 - High,Implement,Database,Security Ops,Rohan Verma,Mumbai,Finance,Core Switch,Storage expansion,No Conflict,Approved,Vendor dependency,Mar-2024,Q1-2024
CHG0000964,2024-01-05 17:29:05,2024-02-01 17:29:05,2024-02-01 23:29:05,2024-02-01 17:58:05,2024-02-01 23:58:05,Normal,Medium,3 - Medium,Implement,Database,L2 Support,Rohan Verma,Bangalore,Operations,Oracle DB,Firewall rule update,No Conflict,Approved,Resource unavailable,Jan-2024,Q1-2024
CHG0000965,2024-08-14 21:36:42,2024-09-11 21:36:42,2024-09-12 03:36:42,2024-09-11 22:03:42,2024-09-12 03:03:42,Standard,Medium,1 - Critical,Closed,Network,App Support,Rohan Verma,Mumbai,Legal,Oracle DB,Load balancer config,No Conflict,Approved,,Aug-2024,Q3-2024
CHG0000966,2024-11-17 03:49:44,2024-12-15 03:49:44,2024-12-15 11:49:44,,,Standard,High,3 - Medium,Authorize,Network,Infra Team,Sneha Patil,Mumbai,Marketing,VPN Gateway,Storage expansion,No Conflict,Approved,,Nov-2024,Q4-2024
CHG0000967,2024-06-20 13:23:58,2024-07-02 13:23:58,2024-07-02 19:23:58,,,Standard,High,3 - Medium,Authorize,Software,Infra Team,Rohan Verma,Delhi NCR,Legal,CRM Application,OS patch deployment,No Conflict,Approved,,Jun-2024,Q2-2024
CHG0000968,2024-03-23 09:52:26,2024-04-08 09:52:26,2024-04-08 13:52:26,2024-04-08 09:47:26,2024-04-08 14:47:26,Standard,Low,3 - Medium,Closed,Hardware,App Support,Rohan Verma,Chennai,Finance,SAP Production,Storage expansion,Conflict Detected,Approved,,Mar-2024,Q1-2024
CHG0000969,2024-09-13 11:29:57,2024-10-06 11:29:57,2024-10-06 14:29:57,,,Emergency,Medium,1 - Critical,Review,Software,Infra Team,Vikram Joshi,Pune,HR,Load Balancer,Network upgrade,No Conflict,Approved,Awaiting approval,Sep-2024,Q3-2024
CHG0000970,2024-07-30 23:28:36,2024-08-18 23:28:36,2024-08-19 01:28:36,2024-08-18 23:16:36,2024-08-19 07:16:36,Standard,Low,4 - Low,Implement,Access Management,Infra Team,Rohan Verma,Delhi NCR,Finance,Active Directory,DR failover test,No Conflict,Approved,Testing required,Jul-2024,Q3-2024
CHG0000971,2025-06-22 10:37:44,2025-07-20 10:37:44,2025-07-20 15:37:44,2025-07-20 11:06:44,2025-07-20 19:06:44,Emergency,Low,2 - High,Closed,Application,DB Admins,Rahul Sharma,Hyderabad,Sales,Core Switch,Load balancer config,No Conflict,Approved,Testing required,Jun-2025,Q2-2025
CHG0000972,2025-06-28 10:58:38,2025-07-10 10:58:38,2025-07-10 15:58:38,2025-07-10 10:31:38,2025-07-10 18:31:38,Emergency,High,4 - Low,Closed,Software,L2 Support,Sneha Patil,Bangalore,Operations,SAP Production,DB migration,No Conflict,Pending,Testing required,Jun-2025,Q2-2025
CHG0000973,2025-04-13 03:34:13,2025-05-05 03:34:13,2025-05-05 06:34:13,,,Normal,High,4 - Low,Review,Access Management,App Support,Kavya Reddy,Chennai,HR,CRM Application,SSL certificate renewal,Conflict Detected,Pending,,Apr-2025,Q2-2025
CHG0000974,2025-08-17 19:25:40,2025-08-26 19:25:40,2025-08-27 02:25:40,,,Normal,Low,3 - Medium,Cancelled,Software,Security Ops,Pooja Iyer,Delhi NCR,IT,CRM Application,Firewall rule update,Conflict Detected,Approved,Testing required,Aug-2025,Q3-2025
CHG0000975,2025-12-14 06:19:04,2025-12-31 06:19:04,2025-12-31 14:19:04,,,Normal,Medium,2 - High,Authorize,Access Management,App Support,Sneha Patil,Pune,HR,SAP Production,Middleware upgrade,No Conflict,Rejected,Testing required,Dec-2025,Q4-2025
CHG0000976,2025-03-11 16:09:33,2025-03-24 16:09:33,2025-03-24 22:09:33,2025-03-24 16:08:33,2025-03-24 20:08:33,Emergency,Medium,1 - Critical,Implement,Hardware,L1 Support,Vikram Joshi,Chennai,Procurement,CRM Application,Network upgrade,No Conflict,Approved,Awaiting approval,Mar-2025,Q1-2025
CHG0000977,2025-09-15 14:32:10,2025-09-25 14:32:10,2025-09-25 15:32:10,2025-09-25 14:45:10,2025-09-25 19:45:10,Standard,Medium,2 - High,Implement,Hardware,Network Ops,Priya Menon,Bangalore,IT,Email Gateway,OS patch deployment,No Conflict,Approved,,Sep-2025,Q3-2025
CHG0000978,2025-01-13 11:31:19,2025-02-10 11:31:19,2025-02-10 17:31:19,,,Emergency,Low,1 - Critical,Review,Software,DB Admins,Kavya Reddy,Chennai,Finance,Oracle DB,Network upgrade,No Conflict,Approved,Resource unavailable,Jan-2025,Q1-2025
CHG0000979,2025-12-20 17:28:27,2025-12-31 17:28:27,2025-12-31 18:28:27,2025-12-31 17:38:27,2025-12-31 21:38:27,Normal,Medium,2 - High,Closed,Access Management,App Support,Rahul Sharma,Bangalore,Sales,SAP Production,Storage expansion,No Conflict,Approved,Vendor dependency,Dec-2025,Q4-2025
CHG0000980,2025-04-26 07:20:54,2025-05-16 07:20:54,2025-05-16 11:20:54,,,Normal,Low,3 - Medium,Review,Database,Infra Team,Vikram Joshi,Delhi NCR,HR,Oracle DB,Backup policy change,No Conflict,Approved,Testing required,Apr-2025,Q2-2025
CHG0000981,2025-05-06 19:37:02,2025-05-14 19:37:02,2025-05-14 21:37:02,2025-05-14 19:19:02,2025-05-14 20:19:02,Standard,High,2 - High,Implement,Hardware,L2 Support,Anjali Singh,Pune,Finance,Core Switch,Firewall rule update,No Conflict,Approved,Awaiting approval,May-2025,Q2-2025
CHG0000982,2025-09-24 06:37:33,2025-10-05 06:37:33,2025-10-05 13:37:33,,,Emergency,High,3 - Medium,Authorize,Security,App Support,Deepak Nair,Pune,Procurement,Active Directory,DB migration,No Conflict,Approved,Resource unavailable,Sep-2025,Q3-2025
CHG0000983,2025-04-06 11:58:06,2025-05-01 11:58:06,2025-05-01 19:58:06,2025-05-01 12:26:06,2025-05-01 16:26:06,Standard,Low,3 - Medium,Implement,Security,Infra Team,Pooja Iyer,Pune,IT,SAP Production,Firewall rule update,No Conflict,Approved,,Apr-2025,Q2-2025
CHG0000984,2025-03-16 05:33:14,2025-04-05 05:33:14,2025-04-05 09:33:14,2025-04-05 05:37:14,2025-04-05 10:37:14,Emergency,Medium,4 - Low,Implement,Database,L1 Support,Rahul Sharma,Chennai,Operations,VPN Gateway,DR failover test,No Conflict,Approved,Awaiting approval,Mar-2025,Q1-2025
CHG0000985,2025-08-31 13:58:52,2025-09-27 13:58:52,2025-09-27 14:58:52,,,Emergency,Low,2 - High,Review,Network,Infra Team,Amit Desai,Bangalore,Operations,VPN Gateway,OS patch deployment,No Conflict,Approved,Resource unavailable,Aug-2025,Q3-2025
CHG0000986,2025-08-13 15:13:23,2025-09-03 15:13:23,2025-09-03 22:13:23,2025-09-03 14:44:23,2025-09-03 22:44:23,Normal,Low,1 - Critical,Closed,Email/Collaboration,Network Ops,Sneha Patil,Pune,Legal,Active Directory,Load balancer config,No Conflict,Approved,Testing required,Aug-2025,Q3-2025
CHG0000987,2025-10-26 13:13:02,2025-11-04 13:13:02,2025-11-04 18:13:02,2025-11-04 13:42:02,2025-11-04 14:42:02,Normal,High,1 - Critical,Closed,Software,L2 Support,Anjali Singh,Chennai,Legal,Active Directory,Backup policy change,No Conflict,Approved,,Oct-2025,Q4-2025
CHG0000988,2025-05-13 09:43:44,2025-06-09 09:43:44,2025-06-09 16:43:44,2025-06-09 10:04:44,2025-06-09 13:04:44,Normal,Low,2 - High,Implement,Access Management,DB Admins,Rohan Verma,Delhi NCR,Procurement,Oracle DB,OS patch deployment,No Conflict,Approved,Awaiting approval,May-2025,Q2-2025
CHG0000989,2025-10-23 07:07:43,2025-11-03 07:07:43,2025-11-03 09:07:43,,,Emergency,Medium,1 - Critical,Authorize,Email/Collaboration,Network Ops,Rohan Verma,Kolkata,Sales,Active Directory,Middleware upgrade,No Conflict,Pending,Testing required,Oct-2025,Q4-2025
CHG0000990,2025-04-28 15:16:43,2025-05-23 15:16:43,2025-05-23 20:16:43,2025-05-23 15:44:43,2025-05-23 20:44:43,Emergency,Medium,2 - High,Closed,Database,App Support,Rahul Sharma,Kolkata,Sales,Oracle DB,DB migration,No Conflict,Rejected,,Apr-2025,Q2-2025
CHG0000991,2025-01-23 21:37:15,2025-01-30 21:37:15,2025-01-31 02:37:15,,,Emergency,Medium,3 - Medium,Authorize,Security,Network Ops,Deepak Nair,Chennai,IT,Oracle DB,Firewall rule update,No Conflict,Approved,Testing required,Jan-2025,Q1-2025
CHG0000992,2025-03-02 13:52:53,2025-03-25 13:52:53,2025-03-25 16:52:53,,,Normal,Medium,2 - High,Review,Application,Security Ops,Rohan Verma,Chennai,Finance,SAP Production,Load balancer config,No Conflict,Approved,Testing required,Mar-2025,Q1-2025
CHG0000993,2025-03-06 19:16:23,2025-03-30 19:16:23,2025-03-31 01:16:23,2025-03-30 19:18:23,2025-03-31 00:18:23,Normal,Medium,4 - Low,Closed,Security,Infra Team,Deepak Nair,Bangalore,Legal,Active Directory,Load balancer config,No Conflict,Approved,Awaiting approval,Mar-2025,Q1-2025
CHG0000994,2025-01-18 00:01:27,2025-02-09 00:01:27,2025-02-09 04:01:27,,,Normal,High,3 - Medium,Cancelled,Hardware,Network Ops,Anjali Singh,Mumbai,Procurement,Core Switch,SSL certificate renewal,Conflict Detected,Approved,,Jan-2025,Q1-2025
